public_id,creation_time,last_edit_time,author_id,author_name,active,type_id,type_name,label,summaries,externals,match_fields,fields
850,2019-06-10 23:52:40,2019-06-22 18:25:39,78,Jeremy Carson,True,5,servers,Servers,"[{'name': 'hostname', 'label': 'Name', 'labels': ['Hostname'], 'fields': ['hostname'], 'values': ['desktop-67.gallagher.com']}]","[{'name': 'ssh', 'href': 'ssh:/192.24.27.81/', 'label': 'SSH', 'icon': 'fas fa-ethernet', 'fields': ['ipv4']}]",,"[{'name': 'hostname', 'value': 'desktop-67.gallagher.com', 'label': 'Hostname', 'type': 'text'}, {'name': 'ipv4', 'value': '192.24.27.81', 'label': 'IPv4 Public', 'type': 'text'}, {'name': 'ipv4_network_class', 'value': 'a', 'label': 'IPv4 Network Class', 'type': 'text'}, {'name': 'ipv4_intranet', 'value': '192.168.176.33', 'label': 'IPv4 Private', 'type': 'text'}, {'name': 'ipv6', 'value': 'aaf6:3da2:8328:b190:afd1:95d:ccdc:cb86', 'label': 'IPv6', 'type': 'text'}]"
849,2019-06-28 23:34:43,2019-06-19 22:52:07,98,Kelly Bradley,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [False]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Bush LLC', '583 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Emma LLC', '45793', 'Jarvishaven']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Gina Ltd', '85590', 'Mendozashire']}]",[],,"[{'name': 'state', 'value': False, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Bush LLC', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '583 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Emma LLC', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'Nathan Mount', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '45793', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'Jarvishaven', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 667, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Gina Ltd', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Johnson Mount', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '85590', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'Mendozashire', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 792, 'label': 'Location Details B', 'type': 'text'}]"
848,2019-06-15 11:29:46,2019-06-28 01:05:24,80,Christopher Flowers,True,4,locations,Locations,"[{'name': 'address', 'label': 'Address', 'labels': ['Street', 'Entrance'], 'fields': ['street', 'city'], 'values': ['Timothy Parkway', 'Aprilside']}]",[],,"[{'name': 'naming', 'value': 'Jr.', 'label': 'Naming', 'type': 'text'}, {'name': 'description', 'value': 'Article goal deep agree threat. Effect attention daughter past.', 'label': 'Description', 'type': 'textarea'}, {'name': 'entrance', 'value': 'Any live nearly north. Man into hand first remain man.', 'label': 'Entrance', 'type': 'text'}, {'name': 'person_in_charge', 'value': 386, 'label': 'Person in Charge', 'type': 'text'}, {'name': 'street', 'value': 'Timothy Parkway', 'label': 'Street', 'type': 'text'}, {'name': 'zip', 'value': '92078', 'label': 'ZIP', 'type': 'text'}, {'name': 'city', 'value': 'Aprilside', 'label': 'Entrance', 'type': 'text'}, {'name': 'map-lang', 'value': '-52.202039', 'label': 'Latitude', 'type': 'text'}, {'name': 'map-long', 'value': '-136.128030', 'label': 'Longitude', 'type': 'text'}]"
847,2019-06-26 23:14:02,2019-06-14 18:26:28,82,James Flowers,True,4,locations,Locations,"[{'name': 'address', 'label': 'Address', 'labels': ['Street', 'Entrance'], 'fields': ['street', 'city'], 'values': ['Traci Crest', 'Lake Jeffrey']}]",[],,"[{'name': 'naming', 'value': 'MD', 'label': 'Naming', 'type': 'text'}, {'name': 'description', 'value': 'Culture play article seek rise these whatever career. Difference national partner fact.', 'label': 'Description', 'type': 'textarea'}, {'name': 'entrance', 'value': 'Military cup series gas. Within blue vote box citizen office. Talk opportunity report fine.', 'label': 'Entrance', 'type': 'text'}, {'name': 'person_in_charge', 'value': 431, 'label': 'Person in Charge', 'type': 'text'}, {'name': 'street', 'value': 'Traci Crest', 'label': 'Street', 'type': 'text'}, {'name': 'zip', 'value': '73992', 'label': 'ZIP', 'type': 'text'}, {'name': 'city', 'value': 'Lake Jeffrey', 'label': 'Entrance', 'type': 'text'}, {'name': 'map-lang', 'value': '66.1775915', 'label': 'Latitude', 'type': 'text'}, {'name': 'map-long', 'value': '4.076368', 'label': 'Longitude', 'type': 'text'}]"
846,2019-06-27 11:10:26,2019-06-12 01:27:37,20,Jessica Hicks,True,5,servers,Servers,"[{'name': 'hostname', 'label': 'Name', 'labels': ['Hostname'], 'fields': ['hostname'], 'values': ['laptop-43.ferguson.com']}]","[{'name': 'ssh', 'href': 'ssh:/198.89.171.88/', 'label': 'SSH', 'icon': 'fas fa-ethernet', 'fields': ['ipv4']}]",,"[{'name': 'hostname', 'value': 'laptop-43.ferguson.com', 'label': 'Hostname', 'type': 'text'}, {'name': 'ipv4', 'value': '198.89.171.88', 'label': 'IPv4 Public', 'type': 'text'}, {'name': 'ipv4_network_class', 'value': 'a', 'label': 'IPv4 Network Class', 'type': 'text'}, {'name': 'ipv4_intranet', 'value': '10.207.89.120', 'label': 'IPv4 Private', 'type': 'text'}, {'name': 'ipv6', 'value': '59bf:9d3d:5994:b26d:53db:7517:d52e:6c08', 'label': 'IPv6', 'type': 'text'}]"
845,2019-06-25 00:33:20,2019-06-16 22:04:59,4,Michele George,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [False]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Hines Inc', '641 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Samantha PLC', '15835', 'North Stephanieland']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Judith Group', '01760', 'West Loriville']}]",[],,"[{'name': 'state', 'value': False, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Hines Inc', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '641 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Samantha PLC', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'Brittany Summit', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '15835', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'North Stephanieland', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 796, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Judith Group', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Ryan Plaza', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '01760', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'West Loriville', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 102, 'label': 'Location Details B', 'type': 'text'}]"
844,2019-06-22 19:01:10,2019-06-10 02:15:04,80,Christopher Flowers,True,3,router,Router,"[{'name': 'management', 'label': 'Management', 'labels': ['Management IP', 'Hostname'], 'fields': ['management_ip', 'hostname'], 'values': ['5.42.231.153', 'db-12.phillips-collins.info']}]",,,"[{'name': 'management_ip', 'value': '5.42.231.153', 'label': 'Management IP', 'type': 'text'}, {'name': 'hostname', 'value': 'db-12.phillips-collins.info', 'label': 'Hostname', 'type': 'text'}, {'name': 'monitoring', 'value': False, 'label': 'Monitoring', 'type': 'text'}, {'name': 'os', 'value': 'plant', 'label': 'Operating System', 'type': 'text'}, {'name': 'username', 'value': 'vduffy', 'label': 'Username', 'type': 'text'}, {'name': 'password', 'value': b'chW0oh5ws1YPmX7Hs6iGyV+uXCxPAx2Vk56NQngWRzDTnn7Gag1ZRvg9R7sBTl3J', 'label': 'Password', 'type': 'password'}, {'name': 'address', 'value': 698, 'label': 'Address', 'type': 'text'}, {'name': 'building', 'value': 'medical', 'label': 'Building', 'type': 'text'}, {'name': 'room', 'value': 'possible', 'label': 'Room', 'type': 'text'}, {'name': 'rack', 'value': 'pretty', 'label': 'Rack', 'type': 'text'}, {'name': 'manufacturer', 'value': 'RichardGroup', 'label': 'Manufacturer', 'type': 'text'}, {'name': 'supplier', 'value': 'WilliamsPLC', 'label': 'Supplier', 'type': 'text'}, {'name': 'model', 'value': 'peace', 'label': 'Model', 'type': 'text'}, {'name': 'serial_number', 'value': 3, 'label': 'Serial Number', 'type': 'text'}, {'name': 'software_version', 'value': 6, 'label': 'Software Version', 'type': 'text'}]"
843,2019-07-01 16:18:10,2019-06-15 18:51:42,80,Christopher Flowers,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [False]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Gray Group', '51 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Virginia Group', '62014', 'Greenside']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Sarah PLC', '08769', 'West Raymondton']}]",[],,"[{'name': 'state', 'value': False, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Gray Group', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '51 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Virginia Group', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'Tina Summit', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '62014', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'Greenside', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 308, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Sarah PLC', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Coleman Lodge', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '08769', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'West Raymondton', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 205, 'label': 'Location Details B', 'type': 'text'}]"
842,2019-06-15 14:13:28,2019-06-24 12:28:49,29,Linda Dunn,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [True]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Walters Ltd', '334 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Tony and Sons', '01160', 'New Jeremyville']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Heather Group', '65475', 'New Josephfurt']}]",[],,"[{'name': 'state', 'value': True, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Walters Ltd', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '334 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Tony and Sons', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'Martin Estates', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '01160', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'New Jeremyville', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 60, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Heather Group', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Doyle Summit', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '65475', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'New Josephfurt', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 191, 'label': 'Location Details B', 'type': 'text'}]"
841,2019-06-13 20:17:51,2019-06-05 12:25:07,36,Eric Sullivan,True,3,router,Router,"[{'name': 'management', 'label': 'Management', 'labels': ['Management IP', 'Hostname'], 'fields': ['management_ip', 'hostname'], 'values': ['169.223.100.172', 'laptop-18.massey.com']}]",,,"[{'name': 'management_ip', 'value': '169.223.100.172', 'label': 'Management IP', 'type': 'text'}, {'name': 'hostname', 'value': 'laptop-18.massey.com', 'label': 'Hostname', 'type': 'text'}, {'name': 'monitoring', 'value': True, 'label': 'Monitoring', 'type': 'text'}, {'name': 'os', 'value': 'happy', 'label': 'Operating System', 'type': 'text'}, {'name': 'username', 'value': 'sparksandrew', 'label': 'Username', 'type': 'text'}, {'name': 'password', 'value': b'BuPn+yKMN9r62oaC+sCj9YmoV2Bx6gC5FApVXe0dWTWhcv5/g7eo7K8iQCZdgFqc', 'label': 'Password', 'type': 'password'}, {'name': 'address', 'value': 710, 'label': 'Address', 'type': 'text'}, {'name': 'building', 'value': 'find', 'label': 'Building', 'type': 'text'}, {'name': 'room', 'value': 'particular', 'label': 'Room', 'type': 'text'}, {'name': 'rack', 'value': 'doctor', 'label': 'Rack', 'type': 'text'}, {'name': 'manufacturer', 'value': 'TinaPLC', 'label': 'Manufacturer', 'type': 'text'}, {'name': 'supplier', 'value': 'HickmanInc', 'label': 'Supplier', 'type': 'text'}, {'name': 'model', 'value': 'detail', 'label': 'Model', 'type': 'text'}, {'name': 'serial_number', 'value': 29808, 'label': 'Serial Number', 'type': 'text'}, {'name': 'software_version', 'value': 2958063, 'label': 'Software Version', 'type': 'text'}]"
840,2019-06-17 07:02:41,2019-06-07 23:48:07,3,Nicole Alvarez,True,5,servers,Servers,"[{'name': 'hostname', 'label': 'Name', 'labels': ['Hostname'], 'fields': ['hostname'], 'values': ['web-21.levine-moran.org']}]","[{'name': 'ssh', 'href': 'ssh:/192.52.202.91/', 'label': 'SSH', 'icon': 'fas fa-ethernet', 'fields': ['ipv4']}]",,"[{'name': 'hostname', 'value': 'web-21.levine-moran.org', 'label': 'Hostname', 'type': 'text'}, {'name': 'ipv4', 'value': '192.52.202.91', 'label': 'IPv4 Public', 'type': 'text'}, {'name': 'ipv4_network_class', 'value': 'b', 'label': 'IPv4 Network Class', 'type': 'text'}, {'name': 'ipv4_intranet', 'value': '172.20.197.107', 'label': 'IPv4 Private', 'type': 'text'}, {'name': 'ipv6', 'value': 'e8f1:59ea:1746:46b0:5138:6a9a:530b:8f07', 'label': 'IPv6', 'type': 'text'}]"
839,2019-06-29 21:18:55,2019-06-09 01:44:42,49,Elizabeth Brown,True,3,router,Router,"[{'name': 'management', 'label': 'Management', 'labels': ['Management IP', 'Hostname'], 'fields': ['management_ip', 'hostname'], 'values': ['203.179.28.208', 'web-17.nolan.biz']}]",,,"[{'name': 'management_ip', 'value': '203.179.28.208', 'label': 'Management IP', 'type': 'text'}, {'name': 'hostname', 'value': 'web-17.nolan.biz', 'label': 'Hostname', 'type': 'text'}, {'name': 'monitoring', 'value': False, 'label': 'Monitoring', 'type': 'text'}, {'name': 'os', 'value': 'modern', 'label': 'Operating System', 'type': 'text'}, {'name': 'username', 'value': 'jamesrubio', 'label': 'Username', 'type': 'text'}, {'name': 'password', 'value': b'uLMdSJuGb36J6zKvizXgwBs7yO7bzhZOy5/WMZQkuvkirFMmijExYFKzG1X0qxT7', 'label': 'Password', 'type': 'password'}, {'name': 'address', 'value': 84, 'label': 'Address', 'type': 'text'}, {'name': 'building', 'value': 'give', 'label': 'Building', 'type': 'text'}, {'name': 'room', 'value': 'not', 'label': 'Room', 'type': 'text'}, {'name': 'rack', 'value': 'responsibility', 'label': 'Rack', 'type': 'text'}, {'name': 'manufacturer', 'value': 'SandraLLC', 'label': 'Manufacturer', 'type': 'text'}, {'name': 'supplier', 'value': 'WagnerInc', 'label': 'Supplier', 'type': 'text'}, {'name': 'model', 'value': 'whom', 'label': 'Model', 'type': 'text'}, {'name': 'serial_number', 'value': 95, 'label': 'Serial Number', 'type': 'text'}, {'name': 'software_version', 'value': 3699, 'label': 'Software Version', 'type': 'text'}]"
838,2019-06-11 05:12:41,2019-06-19 11:17:29,87,Dan Brown,True,2,switch,Switch,"[{'name': 'management', 'label': 'Management', 'labels': ['Management IP', 'Hostname'], 'fields': ['management_ip', 'hostname'], 'values': ['1.250.206.38', 'laptop-37.wilson-mitchell.com']}]",,,"[{'name': 'management_ip', 'value': '1.250.206.38', 'label': 'Management IP', 'type': 'text'}, {'name': 'hostname', 'value': 'laptop-37.wilson-mitchell.com', 'label': 'Hostname', 'type': 'text'}, {'name': 'monitoring', 'value': False, 'label': 'Monitoring', 'type': 'text'}, {'name': 'os', 'value': 'foreign', 'label': 'Operating System', 'type': 'text'}, {'name': 'username', 'value': 'michael08', 'label': 'Username', 'type': 'text'}, {'name': 'password', 'value': b'T8xOKga9YFxkc99+TPwAfeO/IsTG3mb4Stv9KOlF+N06UorOWnRb0UiVW585A+fc', 'label': 'Password', 'type': 'password'}, {'name': 'address', 'value': 364, 'label': 'Address', 'type': 'text'}, {'name': 'building', 'value': 'peace', 'label': 'Building', 'type': 'text'}, {'name': 'room', 'value': 'blood', 'label': 'Room', 'type': 'text'}, {'name': 'rack', 'value': 'expect', 'label': 'Rack', 'type': 'text'}, {'name': 'manufacturer', 'value': 'Blakeand Sons', 'label': 'Manufacturer', 'type': 'text'}, {'name': 'supplier', 'value': 'Beckand Sons', 'label': 'Supplier', 'type': 'text'}, {'name': 'model', 'value': 'central', 'label': 'Model', 'type': 'text'}, {'name': 'serial_number', 'value': 59, 'label': 'Serial Number', 'type': 'text'}, {'name': 'software_version', 'value': 392569926, 'label': 'Software Version', 'type': 'text'}]"
837,2019-07-01 06:01:32,2019-06-13 16:45:15,67,Robert Beasley,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [True]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Garza PLC', '152 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Melissa Group', '30822', 'Youngton']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Charlotte Ltd', '90798', 'South Jameshaven']}]",[],,"[{'name': 'state', 'value': True, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Garza PLC', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '152 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Melissa Group', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'White Gardens', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '30822', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'Youngton', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 826, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Charlotte Ltd', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Hoover Crescent', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '90798', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'South Jameshaven', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 385, 'label': 'Location Details B', 'type': 'text'}]"
836,2019-06-18 05:01:31,2019-06-28 21:39:22,96,Jeremy Moses,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [False]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Smith Inc', '295 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Sean PLC', '79551', 'Mitchellside']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Christine Ltd', '55825', 'Port James']}]",[],,"[{'name': 'state', 'value': False, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Smith Inc', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '295 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Sean PLC', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'Velasquez Glens', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '79551', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'Mitchellside', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 756, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Christine Ltd', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Gordon Walk', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '55825', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'Port James', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 650, 'label': 'Location Details B', 'type': 'text'}]"
835,2019-06-11 06:01:33,2019-06-23 21:13:44,14,Catherine Mason,True,2,switch,Switch,"[{'name': 'management', 'label': 'Management', 'labels': ['Management IP', 'Hostname'], 'fields': ['management_ip', 'hostname'], 'values': ['192.0.17.82', 'web-08.cantrell.com']}]",,,"[{'name': 'management_ip', 'value': '192.0.17.82', 'label': 'Management IP', 'type': 'text'}, {'name': 'hostname', 'value': 'web-08.cantrell.com', 'label': 'Hostname', 'type': 'text'}, {'name': 'monitoring', 'value': False, 'label': 'Monitoring', 'type': 'text'}, {'name': 'os', 'value': 'article', 'label': 'Operating System', 'type': 'text'}, {'name': 'username', 'value': 'kelly16', 'label': 'Username', 'type': 'text'}, {'name': 'password', 'value': b'L7SfPDopfUMwWAwg2qsNIR0IaCcWxqlHPUguw5RMlSokSwqBf+9HKfiPo1ajF7wF', 'label': 'Password', 'type': 'password'}, {'name': 'address', 'value': 83, 'label': 'Address', 'type': 'text'}, {'name': 'building', 'value': 'above', 'label': 'Building', 'type': 'text'}, {'name': 'room', 'value': 'general', 'label': 'Room', 'type': 'text'}, {'name': 'rack', 'value': 'avoid', 'label': 'Rack', 'type': 'text'}, {'name': 'manufacturer', 'value': 'NicoleInc', 'label': 'Manufacturer', 'type': 'text'}, {'name': 'supplier', 'value': 'Johnsonand Sons', 'label': 'Supplier', 'type': 'text'}, {'name': 'model', 'value': 'source', 'label': 'Model', 'type': 'text'}, {'name': 'serial_number', 'value': 466442708, 'label': 'Serial Number', 'type': 'text'}, {'name': 'software_version', 'value': 41, 'label': 'Software Version', 'type': 'text'}]"
834,2019-06-12 07:20:46,2019-06-28 18:15:24,33,Jerry Eaton,True,5,servers,Servers,"[{'name': 'hostname', 'label': 'Name', 'labels': ['Hostname'], 'fields': ['hostname'], 'values': ['lt-24.cook.com']}]","[{'name': 'ssh', 'href': 'ssh:/192.171.229.39/', 'label': 'SSH', 'icon': 'fas fa-ethernet', 'fields': ['ipv4']}]",,"[{'name': 'hostname', 'value': 'lt-24.cook.com', 'label': 'Hostname', 'type': 'text'}, {'name': 'ipv4', 'value': '192.171.229.39', 'label': 'IPv4 Public', 'type': 'text'}, {'name': 'ipv4_network_class', 'value': 'c', 'label': 'IPv4 Network Class', 'type': 'text'}, {'name': 'ipv4_intranet', 'value': '172.31.236.24', 'label': 'IPv4 Private', 'type': 'text'}, {'name': 'ipv6', 'value': '828e:f3e8:3d8d:cf7e:3493:43aa:3dab:c10b', 'label': 'IPv6', 'type': 'text'}]"
833,2019-06-26 00:33:58,2019-06-16 05:22:36,15,Kathryn Garza,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [False]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Chandler Ltd', '938 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Nancy Inc', '69097', 'Lake Joshua']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Sandra and Sons', '82434', 'Brendanview']}]",[],,"[{'name': 'state', 'value': False, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Chandler Ltd', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '938 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Nancy Inc', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'Sharon Pike', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '69097', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'Lake Joshua', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 197, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Sandra and Sons', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Perez Turnpike', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '82434', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'Brendanview', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 340, 'label': 'Location Details B', 'type': 'text'}]"
